"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US21029","Bullitt County, Kentucky","29374","362","26255","440","22938","482","2707","285","22240","520","1487","272","17311","511","256","79","650","162","22","28","3119","312","24074","502","214","100","23860","490","17517","597","1956","308","21274","501","1678","233","5300","432","3700","380","16","19","2120","346","1564","235","14493","524","86","46","11482","485","2925","345","11181","456","112","88","10258","479","811","219","(X)","(X)","89.4","1.0","78.1","1.5","9.2","1.0","75.7","1.4","5.1","0.9","58.9","1.6","0.9","0.3","2.2","0.6","0.1","0.1","10.6","1.0","82.0","1.4","0.7","0.3","81.2","1.4","59.6","1.9","6.7","1.0","72.4","1.6","5.7","0.8","18.0","1.4","(X)","(X)","0.4","0.5","57.3","6.0","42.3","5.9","(X)","(X)","0.6","0.3","79.2","2.2","20.2","2.1","(X)","(X)","1.0","0.8","91.7","1.9","7.3","1.9",
"0500000US21031","Butler County, Kentucky","4996","158","3745","195","2928","219","369","91","3141","219","443","117","2235","167","66","48","33","31","0","18","1251","162","3227","206","65","41","3162","204","2313","206","789","138","1934","163","509","126","1769","208","1112","168","0","18","369","88","743","134","2601","234","19","17","1652","203","930","157","1283","178","46","37","1141","186","96","42","(X)","(X)","75.0","3.1","58.6","4.2","7.4","1.8","62.9","3.8","8.9","2.3","44.7","3.1","1.3","1.0","0.7","0.6","0.0","0.6","25.0","3.1","64.6","3.9","1.3","0.8","63.3","3.8","46.3","3.8","15.8","2.7","38.7","3.1","10.2","2.5","35.4","3.9","(X)","(X)","0.0","2.7","33.2","6.3","66.8","6.3","(X)","(X)","0.7","0.6","63.5","5.2","35.8","5.2","(X)","(X)","3.6","2.8","88.9","4.5","7.5","3.6",
"0500000US21033","Caldwell County, Kentucky","5176","278","4360","290","3361","297","862","180","3290","294","484","185","2221","307","101","69","96","62","0","18","816","199","3819","289","32","28","3787","290","2137","266","915","237","2295","269","671","175","1357","235","1032","241","17","26","398","152","617","195","2778","273","11","12","2226","260","541","130","1366","241","4","7","1163","236","199","73","(X)","(X)","84.2","3.7","64.9","4.9","16.7","3.4","63.6","4.5","9.4","3.5","42.9","5.6","2.0","1.3","1.9","1.2","0.0","0.6","15.8","3.7","73.8","4.2","0.6","0.5","73.2","4.2","41.3","4.6","17.7","4.4","44.3","4.9","13.0","3.3","26.2","4.2","(X)","(X)","1.6","2.7","38.6","11.9","59.8","11.7","(X)","(X)","0.4","0.4","80.1","4.5","19.5","4.4","(X)","(X)","0.3","0.5","85.1","5.5","14.6","5.4",
"0500000US21035","Calloway County, Kentucky","14641","490","12817","518","10949","514","1773","248","10486","544","805","164","7757","507","112","52","521","168","9","12","1824","285","11316","543","37","29","11279","541","7324","527","1835","333","8931","510","867","202","3325","378","3821","356","0","24","2375","341","1446","248","7129","459","25","20","5680","458","1424","263","3691","303","12","20","3224","281","455","132","(X)","(X)","87.5","1.9","74.8","2.1","12.1","1.7","71.6","2.5","5.5","1.1","53.0","2.8","0.8","0.4","3.6","1.1","0.1","0.1","12.5","1.9","77.3","2.5","0.3","0.2","77.0","2.5","50.0","3.0","12.5","2.3","61.0","2.5","5.9","1.4","22.7","2.5","(X)","(X)","0.0","0.8","62.2","6.0","37.8","6.0","(X)","(X)","0.4","0.3","79.7","3.6","20.0","3.6","(X)","(X)","0.3","0.5","87.3","3.4","12.3","3.3",
"0500000US21037","Campbell County, Kentucky","36308","462","32399","502","27978","524","3435","301","27205","545","1778","287","21350","569","251","96","3324","438","13","15","3909","363","29442","524","694","179","28748","546","20745","600","3379","400","24258","628","1310","210","6866","474","5704","438","150","114","2937","354","2617","316","15861","615","272","125","12389","485","3200","353","14743","444","272","92","13422","444","1049","217","(X)","(X)","89.2","1.0","77.1","1.2","9.5","0.8","74.9","1.2","4.9","0.8","58.8","1.4","0.7","0.3","9.2","1.2","0.0","0.1","10.8","1.0","81.1","1.2","1.9","0.5","79.2","1.3","57.1","1.6","9.3","1.1","66.8","1.6","3.6","0.6","18.9","1.2","(X)","(X)","2.6","2.0","51.5","4.7","45.9","4.2","(X)","(X)","1.7","0.8","78.1","2.0","20.2","1.9","(X)","(X)","1.8","0.6","91.0","1.5","7.1","1.4",
"0500000US21039","Carlisle County, Kentucky","2020","96","1628","90","1332","94","205","55","1349","90","168","52","924","96","20","16","44","31","2","3","392","66","1455","105","7","7","1448","105","1054","100","347","81","1037","92","106","46","565","80","472","67","0","11","250","67","222","50","1052","118","7","7","737","97","308","72","496","82","0","11","461","75","35","26","(X)","(X)","80.6","3.0","65.9","3.7","10.1","2.6","66.8","3.7","8.3","2.5","45.7","4.4","1.0","0.8","2.2","1.5","0.1","0.1","19.4","3.0","72.0","3.8","0.3","0.4","71.7","3.8","52.2","4.2","17.2","3.8","51.3","4.2","5.2","2.3","28.0","3.8","(X)","(X)","0.0","6.2","53.0","10.2","47.0","10.2","(X)","(X)","0.7","0.7","70.1","5.8","29.3","5.7","(X)","(X)","0.0","5.9","92.9","4.9","7.1","4.9",
"0500000US21041","Carroll County, Kentucky","3981","189","3074","220","2175","211","384","109","2452","224","394","130","1712","216","72","47","177","92","0","18","907","162","2487","233","30","23","2457","233","1819","230","474","101","1631","213","225","69","1494","223","997","168","0","18","343","118","654","174","1801","241","13","19","1058","173","730","184","1183","188","17","15","1056","178","110","53","(X)","(X)","77.2","4.0","54.6","4.4","9.6","2.7","61.6","4.4","9.9","3.2","43.0","5.3","1.8","1.2","4.4","2.3","0.0","0.7","22.8","4.0","62.5","5.2","0.8","0.6","61.7","5.2","45.7","5.3","11.9","2.4","41.0","4.9","5.7","1.8","37.5","5.2","(X)","(X)","0.0","3.0","34.4","11.5","65.6","11.5","(X)","(X)","0.7","1.1","58.7","7.6","40.5","7.6","(X)","(X)","1.4","1.3","89.3","4.4","9.3","4.2",
"0500000US21043","Carter County, Kentucky","9972","345","7154","373","5790","345","1133","185","5220","330","457","137","4153","390","322","120","539","162","32","24","2818","291","5944","377","100","61","5844","384","3484","351","582","175","4820","349","601","134","4028","391","3265","390","19","18","1070","231","2176","341","4845","352","81","56","3168","304","1596","228","1862","236","0","21","1606","227","256","95","(X)","(X)","71.7","2.8","58.1","2.9","11.4","1.8","52.3","2.8","4.6","1.4","41.6","3.4","3.2","1.2","5.4","1.6","0.3","0.2","28.3","2.8","59.6","3.5","1.0","0.6","58.6","3.6","34.9","3.3","5.8","1.7","48.3","3.4","6.0","1.3","40.4","3.5","(X)","(X)","0.6","0.6","32.8","6.2","66.6","6.2","(X)","(X)","1.7","1.1","65.4","4.3","32.9","4.0","(X)","(X)","0.0","1.6","86.3","4.9","13.7","4.9",
"0500000US21045","Casey County, Kentucky","6330","229","4758","261","3700","255","967","199","3367","304","457","146","2681","228","118","63","63","41","0","18","1572","242","4244","233","30","24","4214","235","2818","270","586","162","3039","251","790","164","2086","234","1993","250","0","18","995","193","998","182","3128","290","24","21","2109","280","995","170","1209","186","6","11","1110","175","93","47","(X)","(X)","75.2","3.6","58.5","3.9","15.3","3.1","53.2","4.5","7.2","2.3","42.4","3.6","1.9","1.0","1.0","0.6","0.0","0.5","24.8","3.6","67.0","3.3","0.5","0.4","66.6","3.4","44.5","4.2","9.3","2.6","48.0","3.8","12.5","2.6","33.0","3.3","(X)","(X)","0.0","1.5","49.9","7.1","50.1","7.1","(X)","(X)","0.8","0.7","67.4","5.3","31.8","5.1","(X)","(X)","0.5","0.9","91.8","3.7","7.7","3.7",
"0500000US21047","Christian County, Kentucky","25682","497","21385","555","17162","564","1809","234","18622","601","2088","370","13496","567","288","83","1474","302","54","43","4297","426","18748","537","261","160","18487","542","12468","606","3356","463","13600","582","2187","345","6934","563","5801","467","5","7","2727","361","3069","367","14338","513","235","161","10814","513","3289","347","5543","441","21","19","4946","406","576","170","(X)","(X)","83.3","1.6","66.8","2.0","7.0","0.9","72.5","1.9","8.1","1.4","52.6","2.2","1.1","0.3","5.7","1.2","0.2","0.2","16.7","1.6","73.0","2.0","1.0","0.6","72.0","1.9","48.5","2.2","13.1","1.8","53.0","2.3","8.5","1.3","27.0","2.0","(X)","(X)","0.1","0.1","47.0","4.8","52.9","4.8","(X)","(X)","1.6","1.1","75.4","2.4","22.9","2.3","(X)","(X)","0.4","0.3","89.2","2.8","10.4","2.9",
"0500000US21049","Clark County, Kentucky","14427","278","12424","359","10336","394","1153","168","10606","417","1103","230","8102","430","92","49","364","112","31","26","2003","222","10867","429","42","32","10825","430","8408","421","1851","274","8240","391","982","180","3560","357","2585","255","0","24","1219","210","1366","228","7043","395","36","30","5180","358","1827","294","4799","322","6","11","4426","309","367","130","(X)","(X)","86.1","1.6","71.6","2.2","8.0","1.2","73.5","2.2","7.6","1.6","56.2","2.5","0.6","0.3","2.5","0.8","0.2","0.2","13.9","1.6","75.3","2.5","0.3","0.2","75.0","2.5","58.3","2.5","12.8","1.9","57.1","2.3","6.8","1.2","24.7","2.5","(X)","(X)","0.0","1.2","47.2","6.9","52.8","6.9","(X)","(X)","0.5","0.4","73.5","3.6","25.9","3.7","(X)","(X)","0.1","0.2","92.2","2.6","7.6","2.6",
"0500000US21051","Clay County, Kentucky","7625","244","5799","283","4552","316","1007","169","4144","270","532","158","3114","306","316","116","104","59","9","11","1826","234","5327","292","38","26","5289","289","2662","280","760","206","4195","307","381","104","2298","234","3243","297","18","17","1692","253","1533","215","3420","260","20","18","2718","248","682","157","962","173","0","21","879","171","83","59","(X)","(X)","76.1","2.9","59.7","3.8","13.2","2.2","54.3","3.2","7.0","2.1","40.8","3.5","4.1","1.5","1.4","0.8","0.1","0.1","23.9","2.9","69.9","3.0","0.5","0.3","69.4","3.0","34.9","3.7","10.0","2.7","55.0","3.3","5.0","1.4","30.1","3.0","(X)","(X)","0.6","0.5","52.2","5.5","47.3","5.6","(X)","(X)","0.6","0.5","79.5","4.3","19.9","4.3","(X)","(X)","0.0","3.1","91.4","6.0","8.6","6.0",
"0500000US21053","Clinton County, Kentucky","3835","209","2490","246","1883","232","523","107","1797","222","343","98","1224","188","48","37","129","64","0","18","1345","187","2125","234","142","63","1983","215","973","161","390","110","1418","192","222","85","1710","199","1198","172","25","25","373","106","800","150","2049","171","56","32","1142","155","851","125","588","140","61","45","468","127","59","42","(X)","(X)","64.9","4.8","49.1","4.9","13.6","2.6","46.9","4.8","8.9","2.6","31.9","4.3","1.3","0.9","3.4","1.6","0.0","0.8","35.1","4.8","55.4","4.9","3.7","1.6","51.7","4.5","25.4","4.0","10.2","2.8","37.0","4.4","5.8","2.2","44.6","4.9","(X)","(X)","2.1","2.0","31.1","7.6","66.8","7.9","(X)","(X)","2.7","1.6","55.7","5.3","41.5","5.6","(X)","(X)","10.4","7.0","79.6","9.9","10.0","6.9",
"0500000US21055","Crittenden County, Kentucky","3645","158","2751","200","2092","188","414","106","2209","181","395","110","1393","158","42","27","123","53","0","16","894","148","2233","183","42","33","2191","182","1374","177","476","113","1273","166","531","110","1412","166","810","155","5","8","350","115","455","110","1923","155","37","33","1166","144","720","126","912","132","0","16","675","118","237","81","(X)","(X)","75.5","4.0","57.4","4.7","11.4","2.8","60.6","4.2","10.8","2.9","38.2","4.5","1.2","0.7","3.4","1.5","0.0","0.8","24.5","4.0","61.3","4.3","1.2","0.9","60.1","4.2","37.7","4.4","13.1","3.0","34.9","4.2","14.6","3.0","38.7","4.3","(X)","(X)","0.6","1.1","43.2","10.3","56.2","10.3","(X)","(X)","1.9","1.7","60.6","6.0","37.4","5.8","(X)","(X)","0.0","3.2","74.0","7.7","26.0","7.7",
"0500000US21057","Cumberland County, Kentucky","2769","159","2070","180","1637","162","410","94","1546","193","269","95","1159","164","0","16","44","33","2","4","699","139","1768","176","73","47","1695","189","721","126","177","63","1380","164","166","65","1001","141","948","120","10","16","441","104","497","99","1418","153","63","45","903","169","452","116","403","94","0","16","351","96","52","41","(X)","(X)","74.8","4.8","59.1","4.5","14.8","3.5","55.8","5.5","9.7","3.5","41.9","4.9","0.0","1.1","1.6","1.2","0.1","0.2","25.2","4.8","63.8","4.9","2.6","1.7","61.2","5.2","26.0","4.3","6.4","2.3","49.8","4.8","6.0","2.3","36.2","4.9","(X)","(X)","1.1","1.7","46.5","8.4","52.4","8.7","(X)","(X)","4.4","3.3","63.7","8.5","31.9","7.7","(X)","(X)","0.0","7.2","87.1","10.0","12.9","10.0",
"0500000US21059","Daviess County, Kentucky","39808","458","34538","526","28297","595","3394","356","29421","647","2860","422","22434","596","453","161","802","156","0","27","5270","437","31701","579","238","80","31463","574","23528","722","3982","417","25266","650","2809","287","8107","610","7006","602","62","40","4025","446","2919","385","20275","659","129","63","15758","696","4388","366","12527","591","47","43","11680","573","800","182","(X)","(X)","86.8","1.1","71.1","1.5","8.5","0.9","73.9","1.4","7.2","1.0","56.4","1.4","1.1","0.4","2.0","0.4","0.0","0.1","13.2","1.1","79.6","1.4","0.6","0.2","79.0","1.4","59.1","1.7","10.0","1.0","63.5","1.7","7.1","0.7","20.4","1.4","(X)","(X)","0.9","0.6","57.5","4.1","41.7","4.1","(X)","(X)","0.6","0.3","77.7","1.8","21.6","1.8","(X)","(X)","0.4","0.3","93.2","1.5","6.4","1.4",
"0500000US21061","Edmonson County, Kentucky","4886","184","3860","249","3090","237","582","174","3068","235","376","122","2353","233","36","28","112","62","0","18","1026","208","3670","234","86","57","3584","238","2453","251","492","147","2793","228","482","147","1216","211","1100","185","0","18","530","145","570","154","2700","251","73","54","2056","222","571","161","1086","186","13","22","998","175","75","55","(X)","(X)","79.0","4.2","63.2","4.5","11.9","3.5","62.8","4.1","7.7","2.5","48.2","4.3","0.7","0.6","2.3","1.2","0.0","0.6","21.0","4.2","75.1","4.1","1.8","1.2","73.4","4.2","50.2","4.5","10.1","3.0","57.2","4.1","9.9","3.1","24.9","4.1","(X)","(X)","0.0","2.7","48.2","10.7","51.8","10.7","(X)","(X)","2.7","2.0","76.1","5.4","21.1","5.3","(X)","(X)","1.2","2.0","91.9","5.1","6.9","4.9",
"0500000US21063","Elliott County, Kentucky","2576","267","1876","267","1604","209","354","107","1442","247","174","98","956","221","12","23","25","24","0","16","700","146","1628","252","0","16","1628","252","1122","233","107","89","1519","212","93","49","948","174","860","155","0","16","341","95","519","128","1283","215","0","16","918","218","365","108","433","129","0","16","369","129","64","66","(X)","(X)","72.8","5.6","62.3","6.8","13.7","4.4","56.0","5.9","6.8","3.6","37.1","6.2","0.5","0.8","1.0","0.9","0.0","1.2","27.2","5.6","63.2","6.3","0.0","1.2","63.2","6.3","43.6","6.8","4.2","3.2","59.0","6.2","3.6","1.9","36.8","6.3","(X)","(X)","0.0","3.4","39.7","9.4","60.3","9.4","(X)","(X)","0.0","2.3","71.6","8.5","28.4","8.5","(X)","(X)","0.0","6.7","85.2","15.2","14.8","15.2",
"0500000US21065","Estill County, Kentucky","5503","256","4187","271","3190","252","749","166","3215","262","614","170","2246","254","39","25","151","82","13","20","1316","179","3560","257","36","32","3524","257","2396","243","459","146","2811","242","366","123","1943","229","2039","254","24","26","875","183","1140","211","2573","276","12","19","1809","218","752","163","891","181","0","18","840","177","51","36","(X)","(X)","76.1","3.1","58.0","3.9","13.6","2.9","58.4","3.6","11.2","3.0","40.8","4.0","0.7","0.5","2.7","1.5","0.2","0.4","23.9","3.1","64.7","3.7","0.7","0.6","64.0","3.7","43.5","4.0","8.3","2.6","51.1","4.1","6.7","2.2","35.3","3.7","(X)","(X)","1.2","1.3","42.9","7.4","55.9","7.5","(X)","(X)","0.5","0.7","70.3","5.2","29.2","5.1","(X)","(X)","0.0","3.3","94.3","3.9","5.7","3.9",
"0500000US21067","Fayette County, Kentucky","128806","968","118814","1058","103648","1207","8055","523","105669","1001","7104","605","79680","1266","840","181","7149","541","92","50","9992","590","108780","1105","310","129","108470","1111","85501","1293","11062","808","95266","1244","4667","435","20026","959","22540","952","30","34","14598","808","7912","579","59320","1335","225","125","49277","1348","9818","684","46946","1178","55","34","44595","1186","2296","313","(X)","(X)","92.2","0.5","80.5","0.7","6.3","0.4","82.0","0.6","5.5","0.5","61.9","0.9","0.7","0.1","5.6","0.4","0.1","0.1","7.8","0.5","84.5","0.7","0.2","0.1","84.2","0.7","66.4","0.9","8.6","0.6","74.0","0.9","3.6","0.3","15.5","0.7","(X)","(X)","0.1","0.2","64.8","2.2","35.1","2.2","(X)","(X)","0.4","0.2","83.1","1.2","16.6","1.1","(X)","(X)","0.1","0.1","95.0","0.7","4.9","0.7",
"0500000US21069","Fleming County, Kentucky","5888","158","4562","242","3583","232","479","96","3901","247","543","152","2911","253","58","40","275","116","0","18","1326","178","4171","241","23","16","4148","245","3084","223","926","155","2734","219","489","126","1717","192","1457","211","0","18","714","146","743","176","2964","213","16","18","2077","193","871","150","1467","179","7","12","1357","179","103","56","(X)","(X)","77.5","3.1","60.9","3.1","8.1","1.6","66.3","3.3","9.2","2.6","49.4","3.8","1.0","0.7","4.7","1.9","0.0","0.5","22.5","3.1","70.8","3.3","0.4","0.3","70.4","3.4","52.4","3.3","15.7","2.5","46.4","3.5","8.3","2.1","29.2","3.3","(X)","(X)","0.0","2.0","49.0","8.5","51.0","8.5","(X)","(X)","0.5","0.6","70.1","4.4","29.4","4.4","(X)","(X)","0.5","0.8","92.5","3.9","7.0","3.9",
"0500000US21071","Floyd County, Kentucky","15163","399","12018","477","9945","516","2070","278","9121","480","977","239","7114","502","243","98","293","100","4","7","3145","283","10346","438","31","25","10315","437","6266","472","695","161","9331","442","443","114","4817","370","5441","448","0","24","2552","291","2889","345","7273","457","31","25","5447","417","1795","246","2449","338","0","24","2316","324","133","73","(X)","(X)","79.3","1.9","65.6","2.8","13.7","1.8","60.2","2.4","6.4","1.6","46.9","3.0","1.6","0.7","1.9","0.7","0.0","0.1","20.7","1.9","68.2","2.3","0.2","0.2","68.0","2.3","41.3","2.9","4.6","1.1","61.5","2.5","2.9","0.8","31.8","2.3","(X)","(X)","0.0","0.5","46.9","4.2","53.1","4.2","(X)","(X)","0.4","0.3","74.9","3.1","24.7","3.1","(X)","(X)","0.0","1.2","94.6","2.8","5.4","2.8",
"0500000US21073","Franklin County, Kentucky","20875","370","18404","491","15441","577","1732","230","15686","491","1472","277","11300","541","125","62","2382","381","79","59","2471","349","16583","502","13","14","16570","503","13385","539","3320","433","12561","598","774","197","4292","417","2872","341","9","13","1699","299","1164","222","10991","561","0","27","8436","562","2555","338","7012","434","4","7","6435","433","573","154","(X)","(X)","88.2","1.7","74.0","2.3","8.3","1.1","75.1","2.0","7.1","1.3","54.1","2.5","0.6","0.3","11.4","1.8","0.4","0.3","11.8","1.7","79.4","2.0","0.1","0.1","79.4","2.0","64.1","2.2","15.9","2.1","60.2","2.6","3.7","0.9","20.6","2.0","(X)","(X)","0.3","0.5","59.2","6.8","40.5","6.8","(X)","(X)","0.0","0.3","76.8","2.9","23.2","2.9","(X)","(X)","0.1","0.1","91.8","2.2","8.2","2.2",
"0500000US21075","Fulton County, Kentucky","2524","165","1925","158","1457","144","258","67","1557","164","253","82","993","146","49","35","82","47","19","28","599","97","1552","147","0","16","1552","147","1091","154","527","119","851","109","202","67","972","132","861","140","0","16","399","112","462","110","1235","141","0","16","768","113","467","89","428","91","0","16","385","84","43","34","(X)","(X)","76.3","3.6","57.7","4.4","10.2","2.7","61.7","4.4","10.0","3.1","39.3","4.9","1.9","1.4","3.2","1.8","0.8","1.1","23.7","3.6","61.5","4.4","0.0","1.2","61.5","4.4","43.2","5.4","20.9","4.4","33.7","4.1","8.0","2.6","38.5","4.4","(X)","(X)","0.0","3.4","46.3","10.2","53.7","10.2","(X)","(X)","0.0","2.4","62.2","5.8","37.8","5.8","(X)","(X)","0.0","6.8","90.0","7.3","10.0","7.3",
"0500000US21077","Gallatin County, Kentucky","3073","150","2499","188","1915","173","264","82","2123","172","360","93","1290","159","14","19","57","36","0","16","574","132","2028","192","14","19","2014","191","1207","152","291","77","1391","173","301","88","1045","154","566","104","0","16","221","65","345","83","1588","176","14","19","1088","158","486","120","919","117","0","16","705","113","214","84","(X)","(X)","81.3","4.3","62.3","4.4","8.6","2.6","69.1","4.2","11.7","3.0","42.0","4.6","0.5","0.6","1.9","1.2","0.0","1.0","18.7","4.3","66.0","4.9","0.5","0.6","65.5","4.9","39.3","4.5","9.5","2.4","45.3","4.7","9.8","2.9","34.0","4.9","(X)","(X)","0.0","5.2","39.0","9.4","61.0","9.4","(X)","(X)","0.9","1.2","68.5","6.5","30.6","6.7","(X)","(X)","0.0","3.2","76.7","8.4","23.3","8.4",
"0500000US21079","Garrard County, Kentucky","6823","176","5723","232","4845","259","726","157","4686","256","414","123","3535","243","87","46","214","96","0","18","1100","187","5129","246","80","60","5049","245","3726","224","635","145","3952","283","799","143","1694","238","1246","180","20","32","593","136","633","149","3494","289","47","47","2509","239","938","186","2083","226","13","21","1947","220","123","72","(X)","(X)","83.9","2.7","71.0","3.5","10.6","2.3","68.7","3.2","6.1","1.8","51.8","3.2","1.3","0.7","3.1","1.4","0.0","0.4","16.1","2.7","75.2","3.3","1.2","0.9","74.0","3.3","54.6","3.2","9.3","2.1","57.9","4.1","11.7","2.1","24.8","3.3","(X)","(X)","1.6","2.5","47.6","8.9","50.8","8.8","(X)","(X)","1.3","1.3","71.8","4.5","26.8","4.5","(X)","(X)","0.6","1.0","93.5","3.4","5.9","3.3",
"0500000US21081","Grant County, Kentucky","8849","310","7127","427","5601","430","805","178","6059","421","886","213","4295","384","74","57","155","71","0","21","1722","303","6002","471","110","49","5892","463","3435","355","915","190","4379","466","652","142","2847","388","1810","287","17","24","832","190","961","222","4388","383","52","34","2925","364","1411","322","2651","307","41","34","2135","267","475","219","(X)","(X)","80.5","3.5","63.3","4.0","9.1","2.0","68.5","3.8","10.0","2.4","48.5","4.0","0.8","0.6","1.8","0.8","0.0","0.3","19.5","3.5","67.8","4.4","1.2","0.5","66.6","4.4","38.8","3.8","10.3","2.1","49.5","4.6","7.4","1.6","32.2","4.4","(X)","(X)","0.9","1.3","46.0","8.3","53.1","8.5","(X)","(X)","1.2","0.8","66.7","6.5","32.2","6.5","(X)","(X)","1.5","1.3","80.5","7.5","17.9","7.4",
"0500000US21083","Graves County, Kentucky","14484","333","11460","420","9344","387","1403","249","9399","445","1015","191","7285","435","157","67","278","101","12","18","3024","381","10090","392","19","30","10071","395","7346","418","2005","301","7463","363","893","177","4394","406","3494","422","0","24","1582","300","1912","296","7325","534","19","30","5186","395","2120","351","3665","346","0","24","3303","348","362","99","(X)","(X)","79.1","2.5","64.5","2.6","9.7","1.7","64.9","2.8","7.0","1.3","50.3","3.0","1.1","0.5","1.9","0.7","0.1","0.1","20.9","2.5","69.7","2.6","0.1","0.2","69.5","2.6","50.7","2.8","13.8","2.1","51.5","2.2","6.2","1.2","30.3","2.6","(X)","(X)","0.0","0.9","45.3","6.1","54.7","6.1","(X)","(X)","0.3","0.4","70.8","3.8","28.9","3.7","(X)","(X)","0.0","0.8","90.1","2.7","9.9","2.7",
"0500000US21085","Grayson County, Kentucky","9771","329","8000","324","6479","362","1205","219","6246","321","621","165","5043","335","215","98","199","80","0","21","1771","220","6344","342","50","39","6294","336","4208","284","859","186","5010","295","782","169","3427","370","2249","291","15","18","824","170","1410","261","5300","378","35","35","3595","326","1670","240","2222","272","0","21","1875","241","347","131","(X)","(X)","81.9","2.1","66.3","3.0","12.3","2.2","63.9","2.6","6.4","1.6","51.6","3.3","2.2","1.0","2.0","0.8","0.0","0.3","18.1","2.1","64.9","3.3","0.5","0.4","64.4","3.3","43.1","2.8","8.8","1.9","51.3","2.9","8.0","1.7","35.1","3.3","(X)","(X)","0.7","0.8","36.6","6.8","62.7","6.9","(X)","(X)","0.7","0.6","67.8","4.0","31.5","3.9","(X)","(X)","0.0","1.3","84.4","5.3","15.6","5.3",
"0500000US21087","Green County, Kentucky","4466","207","3364","203","2707","200","559","125","2597","204","284","76","1924","185","38","23","176","56","16","17","1102","171","2939","197","29","21","2910","196","1801","191","462","115","2266","185","315","81","1527","192","1111","165","0","18","384","89","727","148","2410","193","5","7","1694","149","711","136","945","166","24","20","832","145","89","59","(X)","(X)","75.3","3.5","60.6","3.8","12.5","2.8","58.2","3.7","6.4","1.7","43.1","3.7","0.9","0.5","3.9","1.2","0.4","0.4","24.7","3.5","65.8","3.7","0.6","0.5","65.2","3.8","40.3","4.0","10.3","2.5","50.7","3.9","7.1","1.8","34.2","3.7","(X)","(X)","0.0","2.7","34.6","7.4","65.4","7.4","(X)","(X)","0.2","0.3","70.3","4.5","29.5","4.5","(X)","(X)","2.5","2.1","88.0","5.8","9.4","5.5",
"0500000US21089","Greenup County, Kentucky","14057","293","12107","341","10299","368","1401","197","9749","370","781","167","7679","359","220","87","954","178","20","16","1950","212","10999","365","103","48","10896","363","7129","381","1077","200","9294","382","902","146","3058","267","2528","255","8","9","1374","187","1146","181","7307","376","37","28","5589","371","1681","216","4222","355","58","41","3933","334","231","79","(X)","(X)","86.1","1.5","73.3","2.0","10.0","1.4","69.4","2.0","5.6","1.2","54.6","2.4","1.6","0.6","6.8","1.2","0.1","0.1","13.9","1.5","78.2","1.9","0.7","0.3","77.5","1.9","50.7","2.4","7.7","1.4","66.1","2.2","6.4","1.0","21.8","1.9","(X)","(X)","0.3","0.4","54.4","5.2","45.3","5.3","(X)","(X)","0.5","0.4","76.5","2.9","23.0","2.9","(X)","(X)","1.4","0.9","93.2","2.1","5.5","1.8",
